department,sector,nivel,year,gender,indicator,value
BOLIVIA,Público,Total,2012,Total,Poblacion Matriculada,2420.9480000000353
BOLIVIA,Privado,Total,2012,Total,Poblacion Matriculada,299.00800000000214
Chuquisaca,Total,Total,2012,Total,Poblacion Matriculada,157.73900000000006
Chuquisaca,Público,Total,2012,Total,Poblacion Matriculada,145.61999999999972
Chuquisaca,Privado,Total,2012,Total,Poblacion Matriculada,12.118999999999982
La Paz,Total,Total,2012,Total,Poblacion Matriculada,718.522000000004
La Paz,Público,Total,2012,Total,Poblacion Matriculada,626.1709999999982
La Paz,Privado,Total,2012,Total,Poblacion Matriculada,92.35099999999986
Cochabamba,Total,Total,2012,Total,Poblacion Matriculada,504.0490000000025
Cochabamba,Público,Total,2012,Total,Poblacion Matriculada,447.9940000000007
Cochabamba,Privado,Total,2012,Total,Poblacion Matriculada,56.05500000000015
Oruro,Total,Total,2012,Total,Poblacion Matriculada,124.65199999999878
Oruro,Público,Total,2012,Total,Poblacion Matriculada,115.33199999999987
Oruro,Privado,Total,2012,Total,Poblacion Matriculada,9.319999999999986
Potosí,Total,Total,2012,Total,Poblacion Matriculada,222.2060000000002
Potosí,Público,Total,2012,Total,Poblacion Matriculada,215.72700000000177
Potosí,Privado,Total,2012,Total,Poblacion Matriculada,6.4789999999999885
Tarija,Total,Total,2012,Total,Poblacion Matriculada,124.54200000000048
Tarija,Público,Total,2012,Total,Poblacion Matriculada,115.53300000000065
Tarija,Privado,Total,2012,Total,Poblacion Matriculada,9.009000000000004
Santa Cruz,Total,Total,2012,Total,Poblacion Matriculada,710.9900000000041
Santa Cruz,Público,Total,2012,Total,Poblacion Matriculada,610.2189999999969
Santa Cruz,Privado,Total,2012,Total,Poblacion Matriculada,100.77100000000017
Beni,Total,Total,2012,Total,Poblacion Matriculada,131.389
Beni,Público,Total,2012,Total,Poblacion Matriculada,120.7319999999998
Beni,Privado,Total,2012,Total,Poblacion Matriculada,10.656999999999977
Pando,Total,Total,2012,Total,Poblacion Matriculada,25.866999999999955
Pando,Público,Total,2012,Total,Poblacion Matriculada,23.619999999999933
Pando,Privado,Total,2012,Total,Poblacion Matriculada,2.247000000000002
Pando,Total,INICIAL,2012,Total,Poblacion Matriculada,280.05700000000013
Pando,Público,Total,2012,Total,Poblacion Matriculada,242.35700000000074
Pando,Privado,Total,2012,Total,Poblacion Matriculada,37.699999999999946
Chuquisaca,Total,Total,2012,Total,Poblacion Matriculada,14.717000000000004
Chuquisaca,Público,Total,2012,Total,Poblacion Matriculada,13.61699999999998
Chuquisaca,Privado,Total,2012,Total,Poblacion Matriculada,1.1
La Paz,Total,Total,2012,Total,Poblacion Matriculada,69.74000000000018
La Paz,Público,Total,2012,Total,Poblacion Matriculada,58.916000000000224
La Paz,Privado,Total,2012,Total,Poblacion Matriculada,10.824000000000014
Cochabamba,Total,Total,2012,Total,Poblacion Matriculada,47.90900000000002
Cochabamba,Público,Total,2012,Total,Poblacion Matriculada,40.006
Cochabamba,Privado,Total,2012,Total,Poblacion Matriculada,7.903000000000003
Oruro,Total,Total,2012,Total,Poblacion Matriculada,13.22500000000001
Oruro,Público,Total,2012,Total,Poblacion Matriculada,12.001999999999997
Oruro,Privado,Total,2012,Total,Poblacion Matriculada,1.2229999999999994
Potosí,Total,Total,2012,Total,Poblacion Matriculada,28.42700000000003
Potosí,Público,Total,2012,Total,Poblacion Matriculada,27.53500000000012
Potosí,Privado,Total,2012,Total,Poblacion Matriculada,0.892
Tarija,Total,Total,2012,Total,Poblacion Matriculada,14.449000000000016
Tarija,Público,Total,2012,Total,Poblacion Matriculada,13.319000000000004
Tarija,Privado,Total,2012,Total,Poblacion Matriculada,1.1299999999999994
Santa Cruz,Total,Total,2012,Total,Poblacion Matriculada,73.74399999999997
Santa Cruz,Público,Total,2012,Total,Poblacion Matriculada,60.70200000000018
Santa Cruz,Privado,Total,2012,Total,Poblacion Matriculada,13.042000000000003
Beni,Total,Total,2012,Total,Poblacion Matriculada,14.562999999999994
Beni,Público,Total,2012,Total,Poblacion Matriculada,13.219000000000015
Beni,Privado,Total,2012,Total,Poblacion Matriculada,1.3439999999999999
Pando,Total,Total,2012,Total,Poblacion Matriculada,3.2830000000000052
Pando,Público,Total,2012,Total,Poblacion Matriculada,3.0410000000000035
Pando,Privado,Total,2012,Total,Poblacion Matriculada,0.24199999999999997
Pando,Total,PRIMARIA,2012,Total,Poblacion Matriculada,1361.2270000000012
Pando,Público,Total,2012,Total,Poblacion Matriculada,1240.8839999999793
Pando,Privado,Total,2012,Total,Poblacion Matriculada,120.34299999999935
Chuquisaca,Total,Total,2012,Total,Poblacion Matriculada,84.82800000000066
Chuquisaca,Público,Total,2012,Total,Poblacion Matriculada,79.91200000000053
Chuquisaca,Privado,Total,2012,Total,Poblacion Matriculada,4.916000000000006
La Paz,Total,Total,2012,Total,Poblacion Matriculada,337.04000000000246
La Paz,Público,Total,2012,Total,Poblacion Matriculada,300.78199999999777
La Paz,Privado,Total,2012,Total,Poblacion Matriculada,36.25799999999989
Cochabamba,Total,Total,2012,Total,Poblacion Matriculada,260.2219999999995
Cochabamba,Público,Total,2012,Total,Poblacion Matriculada,237.52400000000011
Cochabamba,Privado,Total,2012,Total,Poblacion Matriculada,22.69799999999998
Oruro,Total,Total,2012,Total,Poblacion Matriculada,59.13300000000006
Oruro,Público,Total,2012,Total,Poblacion Matriculada,55.51799999999958
Oruro,Privado,Total,2012,Total,Poblacion Matriculada,3.6149999999999984
Potosí,Total,Total,2012,Total,Poblacion Matriculada,115.66099999999967
Potosí,Público,Total,2012,Total,Poblacion Matriculada,113.36200000000025
Potosí,Privado,Total,2012,Total,Poblacion Matriculada,2.298999999999999
Tarija,Total,Total,2012,Total,Poblacion Matriculada,59.37499999999999
Tarija,Público,Total,2012,Total,Poblacion Matriculada,55.79999999999957
Tarija,Privado,Total,2012,Total,Poblacion Matriculada,3.5749999999999984
Santa Cruz,Total,Total,2012,Total,Poblacion Matriculada,360.5139999999996
Santa Cruz,Público,Total,2012,Total,Poblacion Matriculada,318.85399999999754
Santa Cruz,Privado,Total,2012,Total,Poblacion Matriculada,41.66000000000003
Beni,Total,Total,2012,Total,Poblacion Matriculada,69.66699999999992
Beni,Público,Total,2012,Total,Poblacion Matriculada,65.3690000000001
Beni,Privado,Total,2012,Total,Poblacion Matriculada,4.297999999999999
Pando,Total,Total,2012,Total,Poblacion Matriculada,14.786999999999992
Pando,Público,Total,2012,Total,Poblacion Matriculada,13.763000000000002
Pando,Privado,Total,2012,Total,Poblacion Matriculada,1.0239999999999998
Pando,Total,SECUNDARIA,2012,Total,Poblacion Matriculada,1078.6719999999923
Pando,Público,Total,2012,Total,Poblacion Matriculada,937.7070000000045
Pando,Privado,Total,2012,Total,Poblacion Matriculada,140.96500000000026
Chuquisaca,Total,Total,2012,Total,Poblacion Matriculada,58.19399999999988
Chuquisaca,Público,Total,2012,Total,Poblacion Matriculada,52.090999999999816
Chuquisaca,Privado,Total,2012,Total,Poblacion Matriculada,6.103000000000008
La Paz,Total,Total,2012,Total,Poblacion Matriculada,311.7420000000033
La Paz,Público,Total,2012,Total,Poblacion Matriculada,266.47300000000075
La Paz,Privado,Total,2012,Total,Poblacion Matriculada,45.26900000000007
Cochabamba,Total,Total,2012,Total,Poblacion Matriculada,195.91800000000052
Cochabamba,Público,Total,2012,Total,Poblacion Matriculada,170.46400000000145
Cochabamba,Privado,Total,2012,Total,Poblacion Matriculada,25.454
Oruro,Total,Total,2012,Total,Poblacion Matriculada,52.29399999999996
Oruro,Público,Total,2012,Total,Poblacion Matriculada,47.81200000000017
Oruro,Privado,Total,2012,Total,Poblacion Matriculada,4.481999999999996
Potosí,Total,Total,2012,Total,Poblacion Matriculada,78.11800000000002
Potosí,Público,Total,2012,Total,Poblacion Matriculada,74.83000000000011
Potosí,Privado,Total,2012,Total,Poblacion Matriculada,3.2879999999999985
Tarija,Total,Total,2012,Total,Poblacion Matriculada,50.718000000000046
Tarija,Público,Total,2012,Total,Poblacion Matriculada,46.41399999999975
Tarija,Privado,Total,2012,Total,Poblacion Matriculada,4.303999999999997
Santa Cruz,Total,Total,2012,Total,Poblacion Matriculada,276.73200000000014
Santa Cruz,Público,Total,2012,Total,Poblacion Matriculada,230.66299999999993
Santa Cruz,Privado,Total,2012,Total,Poblacion Matriculada,46.0689999999998
Beni,Total,Total,2012,Total,Poblacion Matriculada,47.15899999999995
Beni,Público,Total,2012,Total,Poblacion Matriculada,42.143999999999814
Beni,Privado,Total,2012,Total,Poblacion Matriculada,5.015000000000006
Pando,Total,Total,2012,Total,Poblacion Matriculada,7.796999999999993
Pando,Público,Total,2012,Total,Poblacion Matriculada,6.815999999999994
Pando,Privado,Total,2012,Total,Poblacion Matriculada,0.9810000000000001
BOLIVIA,Total,Total,2012,Hombres,Poblacion Matriculada,1397.8690000000101
BOLIVIA,Público,Total,2012,Hombres,Poblacion Matriculada,1244.4970000000105
BOLIVIA,Privado,Total,2012,Hombres,Poblacion Matriculada,153.37199999999973
Chuquisaca,Total,Total,2012,Hombres,Poblacion Matriculada,80.84900000000006
Chuquisaca,Público,Total,2012,Hombres,Poblacion Matriculada,74.68500000000002
Chuquisaca,Privado,Total,2012,Hombres,Poblacion Matriculada,6.1640000000000015
La Paz,Total,Total,2012,Hombres,Poblacion Matriculada,368.84500000000145
La Paz,Público,Total,2012,Hombres,Poblacion Matriculada,321.2469999999969
La Paz,Privado,Total,2012,Hombres,Poblacion Matriculada,47.59799999999999
Cochabamba,Total,Total,2012,Hombres,Poblacion Matriculada,259.99400000000236
Cochabamba,Público,Total,2012,Hombres,Poblacion Matriculada,231.08599999999947
Cochabamba,Privado,Total,2012,Hombres,Poblacion Matriculada,28.908000000000047
Oruro,Total,Total,2012,Hombres,Poblacion Matriculada,64.11900000000001
Oruro,Público,Total,2012,Hombres,Poblacion Matriculada,59.28899999999987
Oruro,Privado,Total,2012,Hombres,Poblacion Matriculada,4.830000000000001
Potosí,Total,Total,2012,Hombres,Poblacion Matriculada,115.28899999999985
Potosí,Público,Total,2012,Hombres,Poblacion Matriculada,111.88499999999956
Potosí,Privado,Total,2012,Hombres,Poblacion Matriculada,3.404000000000005
Tarija,Total,Total,2012,Hombres,Poblacion Matriculada,63.264000000000166
Tarija,Público,Total,2012,Hombres,Poblacion Matriculada,58.47199999999997
Tarija,Privado,Total,2012,Hombres,Poblacion Matriculada,4.791999999999995
Santa Cruz,Total,Total,2012,Hombres,Poblacion Matriculada,363.354999999995
Santa Cruz,Público,Total,2012,Hombres,Poblacion Matriculada,312.19299999999856
Santa Cruz,Privado,Total,2012,Hombres,Poblacion Matriculada,51.16200000000004
Beni,Total,Total,2012,Hombres,Poblacion Matriculada,68.61500000000007
Beni,Público,Total,2012,Hombres,Poblacion Matriculada,63.23100000000005
Beni,Privado,Total,2012,Hombres,Poblacion Matriculada,5.3839999999999995
Pando,Total,Total,2012,Hombres,Poblacion Matriculada,13.539000000000005
Pando,Público,Total,2012,Hombres,Poblacion Matriculada,12.408999999999994
Pando,Privado,Total,2012,Hombres,Poblacion Matriculada,1.1300000000000012
Pando,Total,INICIAL,2012,Hombres,Poblacion Matriculada,147.4420000000005
Pando,Público,Total,2012,Hombres,Poblacion Matriculada,127.54900000000023
Pando,Privado,Total,2012,Hombres,Poblacion Matriculada,19.893000000000015
Chuquisaca,Total,Total,2012,Hombres,Poblacion Matriculada,7.567999999999992
Chuquisaca,Público,Total,2012,Hombres,Poblacion Matriculada,7.0099999999999865
Chuquisaca,Privado,Total,2012,Hombres,Poblacion Matriculada,0.5580000000000002
La Paz,Total,Total,2012,Hombres,Poblacion Matriculada,36.39800000000005
La Paz,Público,Total,2012,Hombres,Poblacion Matriculada,30.725999999999964
La Paz,Privado,Total,2012,Hombres,Poblacion Matriculada,5.672
Cochabamba,Total,Total,2012,Hombres,Poblacion Matriculada,25.407999999999944
Cochabamba,Público,Total,2012,Hombres,Poblacion Matriculada,21.224
Cochabamba,Privado,Total,2012,Hombres,Poblacion Matriculada,4.183999999999999
Oruro,Total,Total,2012,Hombres,Poblacion Matriculada,6.832000000000003
Oruro,Público,Total,2012,Hombres,Poblacion Matriculada,6.177000000000004
Oruro,Privado,Total,2012,Hombres,Poblacion Matriculada,0.6550000000000001
Potosí,Total,Total,2012,Hombres,Poblacion Matriculada,14.779000000000025
Potosí,Público,Total,2012,Hombres,Poblacion Matriculada,14.305999999999973
Potosí,Privado,Total,2012,Hombres,Poblacion Matriculada,0.4729999999999999
Tarija,Total,Total,2012,Hombres,Poblacion Matriculada,7.533999999999997
Tarija,Público,Total,2012,Hombres,Poblacion Matriculada,6.893000000000003
Tarija,Privado,Total,2012,Hombres,Poblacion Matriculada,0.6410000000000001
Santa Cruz,Total,Total,2012,Hombres,Poblacion Matriculada,39.446999999999974
Santa Cruz,Público,Total,2012,Hombres,Poblacion Matriculada,32.59799999999998
Santa Cruz,Privado,Total,2012,Hombres,Poblacion Matriculada,6.848999999999996
Beni,Total,Total,2012,Hombres,Poblacion Matriculada,7.775000000000003
Beni,Público,Total,2012,Hombres,Poblacion Matriculada,7.0310000000000015
Beni,Privado,Total,2012,Hombres,Poblacion Matriculada,0.7439999999999998
Pando,Total,Total,2012,Hombres,Poblacion Matriculada,1.7009999999999987
Pando,Público,Total,2012,Hombres,Poblacion Matriculada,1.5839999999999987
Pando,Privado,Total,2012,Hombres,Poblacion Matriculada,0.11699999999999998
Pando,Total,PRIMARIA,2012,Hombres,Poblacion Matriculada,701.4950000000058
Pando,Público,Total,2012,Hombres,Poblacion Matriculada,639.6429999999993
Pando,Privado,Total,2012,Hombres,Poblacion Matriculada,61.85200000000015
Chuquisaca,Total,Total,2012,Hombres,Poblacion Matriculada,43.49299999999972
Chuquisaca,Público,Total,2012,Hombres,Poblacion Matriculada,41.01499999999968
Chuquisaca,Privado,Total,2012,Hombres,Poblacion Matriculada,2.4779999999999984
La Paz,Total,Total,2012,Hombres,Poblacion Matriculada,172.05800000000036
La Paz,Público,Total,2012,Hombres,Poblacion Matriculada,153.57000000000016
La Paz,Privado,Total,2012,Hombres,Poblacion Matriculada,18.48800000000004
Cochabamba,Total,Total,2012,Hombres,Poblacion Matriculada,134.44500000000053
Cochabamba,Público,Total,2012,Hombres,Poblacion Matriculada,122.70599999999943
Cochabamba,Privado,Total,2012,Hombres,Poblacion Matriculada,11.73899999999998
Oruro,Total,Total,2012,Hombres,Poblacion Matriculada,30.38300000000004
Oruro,Público,Total,2012,Hombres,Poblacion Matriculada,28.546000000000017
Oruro,Privado,Total,2012,Hombres,Poblacion Matriculada,1.8369999999999989
Potosí,Total,Total,2012,Hombres,Poblacion Matriculada,59.10799999999995
Potosí,Público,Total,2012,Hombres,Poblacion Matriculada,57.802999999999905
Potosí,Privado,Total,2012,Hombres,Poblacion Matriculada,1.3049999999999995
Tarija,Total,Total,2012,Hombres,Poblacion Matriculada,30.79900000000005
Tarija,Público,Total,2012,Hombres,Poblacion Matriculada,28.87699999999988
Tarija,Privado,Total,2012,Hombres,Poblacion Matriculada,1.9220000000000004
Santa Cruz,Total,Total,2012,Hombres,Poblacion Matriculada,186.87400000000056
Santa Cruz,Público,Total,2012,Hombres,Poblacion Matriculada,165.50599999999812
Santa Cruz,Privado,Total,2012,Hombres,Poblacion Matriculada,21.36800000000005
Beni,Total,Total,2012,Hombres,Poblacion Matriculada,36.581999999999795
Beni,Público,Total,2012,Hombres,Poblacion Matriculada,34.39299999999991
Beni,Privado,Total,2012,Hombres,Poblacion Matriculada,2.1890000000000023
Pando,Total,Total,2012,Hombres,Poblacion Matriculada,7.752999999999997
Pando,Público,Total,2012,Hombres,Poblacion Matriculada,7.227000000000004
Pando,Privado,Total,2012,Hombres,Poblacion Matriculada,0.5260000000000004
Pando,Total,SECUNDARIA,2012,Hombres,Poblacion Matriculada,548.9320000000032
Pando,Público,Total,2012,Hombres,Poblacion Matriculada,477.3050000000059
Pando,Privado,Total,2012,Hombres,Poblacion Matriculada,71.6269999999996
Chuquisaca,Total,Total,2012,Hombres,Poblacion Matriculada,29.787999999999993
Chuquisaca,Público,Total,2012,Hombres,Poblacion Matriculada,26.659999999999958
Chuquisaca,Privado,Total,2012,Hombres,Poblacion Matriculada,3.127999999999997
La Paz,Total,Total,2012,Hombres,Poblacion Matriculada,160.38900000000038
La Paz,Público,Total,2012,Hombres,Poblacion Matriculada,136.95099999999965
La Paz,Privado,Total,2012,Hombres,Poblacion Matriculada,23.437999999999942
Cochabamba,Total,Total,2012,Hombres,Poblacion Matriculada,100.14100000000015
Cochabamba,Público,Total,2012,Hombres,Poblacion Matriculada,87.15599999999982
Cochabamba,Privado,Total,2012,Hombres,Poblacion Matriculada,12.984999999999994
Oruro,Total,Total,2012,Hombres,Poblacion Matriculada,26.904
Oruro,Público,Total,2012,Hombres,Poblacion Matriculada,24.56600000000004
Oruro,Privado,Total,2012,Hombres,Poblacion Matriculada,2.338
Potosí,Total,Total,2012,Hombres,Poblacion Matriculada,41.40199999999992
Potosí,Público,Total,2012,Hombres,Poblacion Matriculada,39.77599999999994
Potosí,Privado,Total,2012,Hombres,Poblacion Matriculada,1.6259999999999997
Tarija,Total,Total,2012,Hombres,Poblacion Matriculada,24.930999999999955
Tarija,Público,Total,2012,Hombres,Poblacion Matriculada,22.702000000000023
Tarija,Privado,Total,2012,Hombres,Poblacion Matriculada,2.2289999999999988
Santa Cruz,Total,Total,2012,Hombres,Poblacion Matriculada,137.03400000000002
Santa Cruz,Público,Total,2012,Hombres,Poblacion Matriculada,114.0890000000006
Santa Cruz,Privado,Total,2012,Hombres,Poblacion Matriculada,22.944999999999993
Beni,Total,Total,2012,Hombres,Poblacion Matriculada,24.258000000000006
Beni,Público,Total,2012,Hombres,Poblacion Matriculada,21.807000000000027
Beni,Privado,Total,2012,Hombres,Poblacion Matriculada,2.450999999999999
Pando,Total,Total,2012,Hombres,Poblacion Matriculada,4.085000000000005
Pando,Público,Total,2012,Hombres,Poblacion Matriculada,3.5980000000000034
Pando,Privado,Total,2012,Hombres,Poblacion Matriculada,0.4870000000000001
BOLIVIA,Total,Total,2012,Mujeres,Poblacion Matriculada,1322.0869999999861
BOLIVIA,Público,Total,2012,Mujeres,Poblacion Matriculada,1176.4510000000123
BOLIVIA,Privado,Total,2012,Mujeres,Poblacion Matriculada,145.6360000000007
Chuquisaca,Total,Total,2012,Mujeres,Poblacion Matriculada,76.88999999999992
Chuquisaca,Público,Total,2012,Mujeres,Poblacion Matriculada,70.93499999999997
Chuquisaca,Privado,Total,2012,Mujeres,Poblacion Matriculada,5.954999999999998
La Paz,Total,Total,2012,Mujeres,Poblacion Matriculada,349.67699999999917
La Paz,Público,Total,2012,Mujeres,Poblacion Matriculada,304.9240000000028
La Paz,Privado,Total,2012,Mujeres,Poblacion Matriculada,44.753000000000085
